player_id,season,player,pfr_id,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,loaded
00-0038783,2024,Nate Adkins,AdkiNa00,DEN,25.0,TE,17.0,10.0,15.0,14.0,115.0,,6.0,39.0,2.8,76.0,5.4,4.1,1.0,14.0,0.0,0.0,0.0,138.2,2025-08-04
00-0031549,2024,Nelson Agholor,AghoNe00,BAL,31.0,WR,14.0,7.0,29.0,14.0,231.0,,10.0,146.0,10.4,85.0,6.1,13.4,1.0,14.0,4.0,0.138,0.0,98.5,2025-08-04
00-0038115,2024,Daniel Bellinger,BellDa00,NYG,24.0,TE,17.0,8.0,17.0,14.0,125.0,,8.0,72.0,5.1,53.0,3.8,5.1,0.0,,0.0,0.0,0.0,97.3,2025-08-04
00-0036876,2024,Kylen Granson,GranKy00,IND,26.0,TE,17.0,6.0,31.0,14.0,182.0,,8.0,73.0,5.2,109.0,7.8,11.3,0.0,,1.0,0.032,2.0,37.3,2025-08-04
00-0038098,2024,Pierre Strong,StroPi00,CLE,26.0,RB,14.0,0.0,22.0,14.0,104.0,,3.0,-19.0,-1.4,123.0,8.8,0.3,2.0,7.0,2.0,0.091,0.0,74.8,2025-08-04
00-0039623,2024,Mason Tipton,TiptMa00,NO,24.0,WR,11.0,1.0,26.0,14.0,99.0,,2.0,72.0,5.1,27.0,1.9,12.4,1.0,14.0,1.0,0.038,0.0,62.8,2025-08-04
00-0036414,2024,Cam Akers,AkerCa00,2TM,25.0,RB,17.0,2.0,18.0,14.0,68.0,,4.0,-15.0,-1.1,83.0,5.9,-1.5,0.0,,0.0,0.0,0.0,122.0,2025-08-04
00-0036414,2024,Cam Akers,AkerCa00,HOU,25.0,RB,5.0,2.0,7.0,4.0,16.0,,1.0,5.0,1.3,11.0,2.8,-0.6,0.0,,0.0,0.0,0.0,101.8,2025-08-04
00-0036414,2024,Cam Akers,AkerCa00,MIN,25.0,RB,12.0,0.0,11.0,10.0,52.0,,3.0,-20.0,-2.0,72.0,7.2,-2.1,0.0,,0.0,0.0,0.0,125.9,2025-08-04
00-0037263,2024,Tyler Allgeier,AllgTy00,ATL,24.0,RB,17.0,0.0,13.0,13.0,88.0,,2.0,-5.0,-0.4,93.0,7.2,-0.4,2.0,6.5,0.0,0.0,0.0,94.9,2025-08-04
00-0038752,2024,Jake Bobo,BoboJa00,SEA,26.0,WR,17.0,3.0,17.0,13.0,107.0,,8.0,80.0,6.2,27.0,2.1,8.1,0.0,,1.0,0.059000000000000004,0.0,111.6,2025-08-04
00-0038573,2024,Derius Davis,DaviDe02,LAC,24.0,WR,15.0,2.0,17.0,13.0,112.0,,5.0,-7.0,-0.5,119.0,9.2,3.8,1.0,13.0,0.0,0.0,0.0,132.5,2025-08-04
00-0036422,2024,Adam Trautman,TrauAd00,DEN,27.0,TE,17.0,14.0,22.0,13.0,188.0,,8.0,90.0,6.9,98.0,7.5,5.5,0.0,,1.0,0.045,0.0,117.2,2025-08-04
00-0036754,2024,Brock Wright,WrigBr01,DET,26.0,TE,17.0,8.0,16.0,13.0,100.0,,7.0,25.0,1.9,75.0,5.8,5.1,1.0,13.0,0.0,0.0,1.0,106.2,2025-08-04
00-0033943,2024,Josh Reynolds,ReynJo00,2TM,29.0,WR,9.0,2.0,24.0,13.0,194.0,,8.0,159.0,12.2,35.0,2.7,11.0,0.0,,0.0,0.0,0.0,94.8,2025-08-04
00-0033943,2024,Josh Reynolds,ReynJo00,DEN,29.0,WR,5.0,1.0,19.0,12.0,183.0,,8.0,148.0,12.3,35.0,2.9,11.4,0.0,,0.0,0.0,0.0,112.4,2025-08-04
00-0033943,2024,Josh Reynolds,ReynJo00,JAX,29.0,WR,4.0,1.0,5.0,1.0,11.0,,0.0,11.0,11.0,0.0,0.0,9.6,0.0,,0.0,0.0,0.0,39.6,2025-08-04
00-0033217,2024,Mo Alie-Cox,AlieMo00,IND,31.0,TE,17.0,13.0,22.0,12.0,147.0,,7.0,98.0,8.2,49.0,4.1,9.6,0.0,,1.0,0.045,1.0,71.6,2025-08-04
00-0038640,2024,Jalen Brooks,BrooJa03,DAL,24.0,WR,14.0,1.0,30.0,12.0,177.0,,8.0,140.0,11.7,37.0,3.1,13.5,1.0,12.0,1.0,0.033,2.0,43.3,2025-08-04
00-0033045,2024,Ezekiel Elliott,ElliEz00,DAL,29.0,RB,15.0,2.0,15.0,12.0,69.0,,3.0,-28.0,-2.3,97.0,8.1,-1.8,1.0,12.0,0.0,0.0,0.0,85.8,2025-08-04
00-0036887,2024,Luke Farrell,FarrLu00,JAX,27.0,TE,17.0,8.0,17.0,12.0,67.0,,4.0,37.0,3.1,30.0,2.5,4.8,1.0,12.0,1.0,0.059000000000000004,1.0,52.8,2025-08-04
00-0035140,2024,Mecole Hardman,HardMe00,KC,26.0,WR,12.0,0.0,14.0,12.0,90.0,,6.0,-9.0,-0.8,99.0,8.3,-1.0,0.0,,0.0,0.0,0.0,93.5,2025-08-04
00-0038720,2024,Julian Hill,HillJu02,MIA,24.0,TE,16.0,11.0,19.0,12.0,100.0,,5.0,42.0,3.5,58.0,4.8,6.3,3.0,4.0,2.0,0.105,0.0,76.6,2025-08-04
00-0038618,2024,Xavier Hutchinson,HutcXa00,HOU,24.0,WR,16.0,3.0,26.0,12.0,117.0,,6.0,80.0,6.7,37.0,3.1,9.7,0.0,,2.0,0.077,1.0,43.3,2025-08-04
00-0035628,2024,DErnest Johnson,JohnDE04,JAX,28.0,RB,14.0,1.0,19.0,12.0,96.0,,3.0,-5.0,-0.4,101.0,8.4,0.4,0.0,,0.0,0.0,1.0,53.8,2025-08-04
00-0038738,2024,Hunter Luepke,LuepHu00,DAL,24.0,RB,16.0,4.0,16.0,12.0,111.0,,5.0,27.0,2.3,84.0,7.0,2.4,0.0,,0.0,0.0,0.0,93.5,2025-08-04
00-0038824,2024,Ryan Miller,MillRy01,TB,24.0,WR,11.0,3.0,20.0,12.0,128.0,,7.0,73.0,6.1,55.0,4.6,8.8,0.0,,2.0,0.1,1.0,91.2,2025-08-04
00-0038678,2024,Jordan Mims,MimsJo00,NO,25.0,RB,11.0,0.0,18.0,12.0,71.0,,4.0,-9.0,-0.8,80.0,6.7,0.2,1.0,12.0,2.0,0.111,0.0,74.1,2025-08-04
00-0037197,2024,Isiah Pacheco,PachIs00,KC,25.0,RB,7.0,6.0,16.0,12.0,79.0,,4.0,-40.0,-3.3,119.0,9.9,-1.4,1.0,12.0,1.0,0.063,0.0,85.2,2025-08-04
00-0039052,2024,Trey Palmer,PalmTr00,TB,23.0,WR,15.0,3.0,22.0,12.0,172.0,,7.0,130.0,10.8,42.0,3.5,14.5,0.0,,1.0,0.045,0.0,95.3,2025-08-04
00-0030578,2024,Cordarrelle Patterson,PattCo00,PIT,33.0,RB,13.0,1.0,14.0,12.0,80.0,,5.0,24.0,2.0,56.0,4.7,3.0,1.0,12.0,0.0,0.0,1.0,84.5,2025-08-04
00-0034860,2024,Dante Pettis,PettDa00,NO,29.0,WR,8.0,0.0,28.0,12.0,120.0,,8.0,84.0,7.0,36.0,3.0,10.1,2.0,6.0,1.0,0.036000000000000004,0.0,67.6,2025-08-04
00-0039907,2024,JaLynn Polk,PolkJa00,NE,22.0,WR,15.0,7.0,33.0,12.0,87.0,,4.0,74.0,6.2,13.0,1.1,11.5,0.0,,4.0,0.121,1.0,52.5,2025-08-04
,2024,Kevin Austin,AustKe00,NO,24.0,WR,8.0,2.0,22.0,11.0,151.0,,10.0,114.0,10.4,37.0,3.4,11.6,0.0,,2.0,0.091,1.0,53.4,2025-08-04
00-0038685,2024,Chris Brooks,BrooCh00,GB,24.0,RB,15.0,0.0,13.0,11.0,69.0,,2.0,-26.0,-2.4,95.0,8.6,-1.7,1.0,11.0,1.0,0.077,0.0,88.8,2025-08-04
00-0036924,2024,Michael Carter,CartMi03,ARI,25.0,RB,3.0,1.0,11.0,11.0,57.0,,2.0,-16.0,-1.5,73.0,6.6,-1.5,2.0,5.5,0.0,0.0,0.0,88.3,2025-08-04
00-0039050,2024,Payne Durham,DurhPa00,TB,24.0,TE,16.0,6.0,14.0,11.0,115.0,,5.0,91.0,8.3,24.0,2.2,8.9,0.0,,0.0,0.0,0.0,140.5,2025-08-04
00-0036331,2024,Devin Duvernay,DuveDe00,JAX,27.0,WR,13.0,1.0,16.0,11.0,79.0,,7.0,16.0,1.5,63.0,5.7,11.4,0.0,,1.0,0.063,1.0,53.9,2025-08-04
00-0037120,2024,Tyler Goodson,GoodTy00,IND,24.0,RB,16.0,0.0,15.0,11.0,61.0,,3.0,-6.0,-0.5,67.0,6.1,1.3,2.0,5.5,2.0,0.133,0.0,102.4,2025-08-04
00-0035125,2024,Alec Ingold,IngoAl01,MIA,28.0,FB,15.0,10.0,12.0,11.0,96.0,,3.0,20.0,1.8,76.0,6.9,2.1,0.0,,0.0,0.0,0.0,100.0,2025-08-04
00-0037525,2024,Jordan Mason,MasoJo00,SF,25.0,RB,12.0,6.0,14.0,11.0,91.0,,5.0,32.0,2.9,59.0,5.4,3.7,1.0,11.0,0.0,0.0,0.0,93.7,2025-08-04
00-0033576,2024,Eric Saubert,SaubEr00,SF,30.0,TE,17.0,3.0,14.0,11.0,97.0,,5.0,62.0,5.6,35.0,3.2,5.2,0.0,,1.0,0.071,0.0,119.3,2025-08-04
00-0036630,2024,Tylan Wallace,WallTy00,BAL,25.0,WR,17.0,0.0,12.0,11.0,193.0,,5.0,65.0,5.9,128.0,11.6,6.1,1.0,11.0,1.0,0.083,0.0,146.5,2025-08-04
00-0038797,2024,Emanuel Wilson,WilsEm00,GB,25.0,RB,17.0,0.0,14.0,11.0,48.0,,3.0,-51.0,-4.6,99.0,9.0,-4.5,1.0,11.0,0.0,0.0,0.0,104.8,2025-08-04
00-0031595,2024,Michael Burton,BurtMi00,DEN,32.0,FB,17.0,2.0,10.0,10.0,65.0,,3.0,24.0,2.4,41.0,4.1,2.4,0.0,,0.0,0.0,0.0,127.1,2025-08-04
00-0039410,2024,Ryan Flournoy,FlouRy00,DAL,25.0,WR,11.0,1.0,14.0,10.0,102.0,,5.0,68.0,6.8,34.0,3.4,8.2,0.0,,1.0,0.071,0.0,92.0,2025-08-04
00-0038396,2024,Eric Gray,GrayEr01,NYG,25.0,RB,17.0,0.0,11.0,10.0,82.0,,3.0,-21.0,-2.1,103.0,10.3,-2.0,1.0,10.0,1.0,0.091,0.0,97.7,2025-08-04
00-0035806,2024,JaMycal Hasty,HastJa02,NE,28.0,RB,15.0,0.0,12.0,10.0,59.0,,2.0,-13.0,-1.3,72.0,7.2,-1.3,1.0,10.0,0.0,0.0,0.0,114.9,2025-08-04
00-0038465,2024,Malik Heath,HeatMa00,GB,24.0,WR,13.0,1.0,13.0,10.0,97.0,,5.0,74.0,7.4,23.0,2.3,6.5,0.0,,0.0,0.0,0.0,136.9,2025-08-04
00-0036906,2024,Khalil Herbert,HerbKh00,2TM,26.0,RB,14.0,1.0,11.0,10.0,25.0,,0.0,-19.0,-1.9,44.0,4.4,-2.1,0.0,,1.0,0.091,0.0,79.2,2025-08-04
00-0036906,2024,Khalil Herbert,HerbKh00,CHI,26.0,RB,6.0,0.0,2.0,2.0,4.0,,0.0,-2.0,-1.0,6.0,3.0,-1.0,0.0,,0.0,0.0,0.0,79.2,2025-08-04
00-0036906,2024,Khalil Herbert,HerbKh00,CIN,26.0,RB,8.0,1.0,9.0,8.0,21.0,,0.0,-17.0,-2.1,38.0,4.8,-2.3,0.0,,1.0,0.111,0.0,79.2,2025-08-04
00-0031235,2024,Odell Beckham,BeckOd00,MIA,32.0,WR,9.0,0.0,18.0,9.0,55.0,,3.0,41.0,4.6,14.0,1.6,7.6,0.0,,1.0,0.055999999999999994,1.0,33.3,2025-08-04
00-0035662,2024,Marquise Brown,BrowMa04,KC,27.0,WR,2.0,1.0,15.0,9.0,91.0,,5.0,45.0,5.0,46.0,5.1,8.2,0.0,,0.0,0.0,0.0,77.4,2025-08-04
00-0036232,2024,Harrison Bryant,BryaHa00,LV,26.0,TE,13.0,3.0,12.0,9.0,86.0,,5.0,15.0,1.7,71.0,7.9,3.4,2.0,4.5,0.0,0.0,1.0,59.7,2025-08-04
00-0031763,2024,DeAndre Carter,CartDe02,CHI,31.0,WR,13.0,0.0,14.0,9.0,72.0,,3.0,40.0,4.4,32.0,3.6,11.1,2.0,4.5,0.0,0.0,1.0,47.3,2025-08-04
00-0031941,2024,Jamison Crowder,CrowJa00,WAS,31.0,WR,6.0,1.0,13.0,9.0,72.0,,4.0,61.0,6.8,11.0,1.2,8.3,0.0,,0.0,0.0,1.0,90.4,2025-08-04
00-0039798,2024,Isaiah Davis,DaviIs00,NYJ,22.0,RB,17.0,0.0,12.0,9.0,75.0,,4.0,0.0,0.0,75.0,8.3,1.3,0.0,,1.0,0.083,0.0,118.4,2025-08-04
00-0038821,2024,Rakim Jarrett,JarrRa00,TB,23.0,WR,10.0,2.0,11.0,9.0,124.0,,5.0,106.0,11.8,18.0,2.0,11.5,0.0,,0.0,0.0,0.0,113.6,2025-08-04
00-0038046,2024,Charlie Kolar,KolaCh00,BAL,25.0,TE,13.0,3.0,11.0,9.0,131.0,,4.0,55.0,6.1,76.0,8.4,6.0,0.0,,0.0,0.0,0.0,146.6,2025-08-04
00-0033955,2024,Jeremy McNichols,McNiJe00,WAS,29.0,RB,17.0,1.0,12.0,9.0,27.0,,1.0,-6.0,-0.7,33.0,3.7,1.6,0.0,,0.0,0.0,0.0,77.1,2025-08-04
00-0039386,2024,Bub Means,MeanBu00,NO,23.0,WR,7.0,1.0,15.0,9.0,118.0,,7.0,98.0,10.9,20.0,2.2,11.3,0.0,,1.0,0.067,0.0,107.1,2025-08-04
00-0037292,2024,Andrew Ogletree,OgleAn00,IND,26.0,TE,17.0,6.0,14.0,9.0,109.0,,6.0,59.0,6.6,50.0,5.6,10.7,0.0,,1.0,0.071,1.0,82.1,2025-08-04
00-0034798,2024,Durham Smythe,SmytDu00,MIA,29.0,TE,17.0,4.0,17.0,9.0,53.0,,1.0,37.0,4.1,16.0,1.8,5.5,0.0,,1.0,0.059000000000000004,0.0,59.2,2025-08-04
00-0039530,2024,Brevyn Spann-Ford,SpanBr00,DAL,25.0,TE,17.0,0.0,14.0,9.0,88.0,,6.0,35.0,3.9,53.0,5.9,5.9,0.0,,0.0,0.0,0.0,81.8,2025-08-04
00-0038951,2024,Sean Tucker,TuckSe00,TB,23.0,RB,17.0,0.0,12.0,9.0,109.0,,6.0,4.0,0.4,105.0,11.7,0.6,1.0,9.0,0.0,0.0,0.0,130.2,2025-08-04
00-0033948,2024,Jamaal Williams,WillJa06,NO,29.0,RB,14.0,1.0,11.0,9.0,57.0,,3.0,4.0,0.4,53.0,5.9,-1.3,0.0,,0.0,0.0,0.0,88.3,2025-08-04
00-0036628,2024,John Bates,BateJo00,WAS,27.0,TE,17.0,6.0,13.0,8.0,84.0,,3.0,35.0,4.4,49.0,6.1,4.8,1.0,8.0,1.0,0.077,0.0,80.3,2025-08-04
00-0033439,2024,Pharaoh Brown,BrowPh01,SEA,30.0,TE,15.0,7.0,12.0,8.0,65.0,,2.0,35.0,4.4,30.0,3.8,4.2,1.0,8.0,1.0,0.083,0.0,80.2,2025-08-04
00-0033895,2024,Gerald Everett,EverGe00,CHI,30.0,TE,17.0,4.0,13.0,8.0,36.0,,1.0,-5.0,-0.6,41.0,5.1,2.8,2.0,4.0,1.0,0.077,0.0,65.9,2025-08-04
00-0033110,2024,Tyler Higbee,HigbTy00,LA,31.0,TE,3.0,3.0,12.0,8.0,66.0,,5.0,18.0,2.3,48.0,6.0,2.2,0.0,,0.0,0.0,0.0,120.1,2025-08-04
00-0034830,2024,Hayden Hurst,HursHa00,LAC,31.0,TE,9.0,2.0,13.0,8.0,73.0,,2.0,53.0,6.6,20.0,2.5,4.8,0.0,,2.0,0.154,0.0,76.8,2025-08-04
00-0038938,2024,Jalin Hyatt,HyatJa00,NYG,23.0,WR,16.0,3.0,19.0,8.0,62.0,,3.0,56.0,7.0,6.0,0.8,19.1,0.0,,2.0,0.105,2.0,11.2,2025-08-04
00-0033891,2024,Zay Jones,JoneZa00,ARI,29.0,WR,11.0,2.0,11.0,8.0,84.0,,5.0,65.0,8.1,19.0,2.4,8.6,0.0,,0.0,0.0,1.0,56.6,2025-08-04
00-0037091,2024,Bo Melton,MeltBo00,GB,25.0,WR,17.0,0.0,17.0,8.0,91.0,,5.0,84.0,10.5,7.0,0.9,17.8,0.0,,0.0,0.0,1.0,39.1,2025-08-04
00-0034487,2024,Trent Sherfield,SherTr00,MIN,28.0,WR,17.0,1.0,9.0,8.0,83.0,,4.0,43.0,5.4,40.0,5.0,6.0,0.0,,0.0,0.0,1.0,102.5,2025-08-04
00-0038555,2024,Tank Bigsby,BigsTa00,JAX,23.0,RB,16.0,1.0,12.0,7.0,54.0,,1.0,-10.0,-1.4,64.0,9.1,-1.1,1.0,7.0,2.0,0.16699999999999998,1.0,34.7,2025-08-04
00-0039738,2024,Blake Corum,CoruBl00,LA,24.0,RB,17.0,1.0,8.0,7.0,58.0,,5.0,-7.0,-1.0,65.0,9.3,-0.6,1.0,7.0,1.0,0.125,0.0,96.9,2025-08-04
00-0037132,2024,Britain Covey,CoveBr00,PHI,27.0,WR,5.0,1.0,8.0,7.0,34.0,,2.0,6.0,0.9,28.0,4.0,1.1,0.0,,1.0,0.125,0.0,84.4,2025-08-04
00-0034054,2024,River Cracraft,CracRi00,MIA,30.0,WR,8.0,0.0,9.0,7.0,66.0,,4.0,55.0,7.9,11.0,1.6,7.9,0.0,,1.0,0.111,0.0,97.2,2025-08-04
00-0037654,2024,Tucker Fisk,FiskTu00,LAC,25.0,TE,9.0,5.0,8.0,7.0,39.0,,1.0,18.0,2.6,21.0,3.0,2.5,0.0,,0.0,0.0,0.0,87.0,2025-08-04
00-0034854,2024,KhaDarel Hodge,HodgKh00,ATL,29.0,WR,17.0,2.0,12.0,7.0,131.0,,6.0,42.0,6.0,89.0,12.7,10.8,0.0,,1.0,0.083,0.0,124.0,2025-08-04
00-0037004,2024,Hunter Long,LongHu00,LA,26.0,TE,17.0,2.0,9.0,7.0,60.0,,2.0,30.0,4.3,30.0,4.3,3.4,0.0,,1.0,0.111,0.0,94.4,2025-08-04
00-0039144,2024,Luke Musgrave,MusgLu00,GB,24.0,TE,7.0,3.0,10.0,7.0,45.0,,2.0,27.0,3.9,18.0,2.6,6.6,0.0,,0.0,0.0,1.0,39.6,2025-08-04
00-0036345,2024,KJ Osborn,OsboKJ00,NE,27.0,WR,7.0,4.0,18.0,7.0,57.0,,2.0,41.0,5.9,16.0,2.3,5.9,0.0,,1.0,0.055999999999999994,0.0,66.2,2025-08-04
00-0034646,2024,Brandon Powell,PoweBr00,MIN,29.0,WR,17.0,1.0,10.0,7.0,71.0,,5.0,59.0,8.4,12.0,1.7,10.1,0.0,,0.0,0.0,0.0,90.0,2025-08-04
00-0036387,2024,Jalen Reagor,ReagJa00,LAC,25.0,WR,8.0,2.0,12.0,7.0,100.0,,3.0,74.0,10.6,26.0,3.7,10.3,0.0,,0.0,0.0,0.0,85.4,2025-08-04
00-0039747,2024,Ainias Smith,SmitAi00,PHI,23.0,WR,7.0,1.0,9.0,7.0,41.0,,1.0,18.0,2.6,23.0,3.3,1.3,0.0,,0.0,0.0,0.0,122.7,2025-08-04
00-0039325,2024,Carson Steele,SteeCa00,KC,22.0,RB,17.0,3.0,11.0,7.0,26.0,,0.0,-17.0,-2.4,43.0,6.1,-1.5,3.0,2.3,0.0,0.0,0.0,67.6,2025-08-04
00-0036429,2024,Charlie Woerner,WoerCh00,ATL,27.0,TE,16.0,5.0,12.0,7.0,46.0,,3.0,25.0,3.6,21.0,3.0,2.9,0.0,,1.0,0.083,1.0,31.9,2025-08-04
,2024,Michael Woods,WoodMi00,CLE,24.0,WR,5.0,2.0,17.0,7.0,65.0,,4.0,30.0,4.3,35.0,5.0,11.0,1.0,7.0,2.0,0.11800000000000001,1.0,27.8,2025-08-04
00-0039074,2024,Davis Allen,AlleDa02,LA,23.0,TE,15.0,5.0,13.0,6.0,39.0,,2.0,18.0,3.0,21.0,3.5,3.8,0.0,,2.0,0.154,0.0,53.0,2025-08-04
00-0039921,2024,Trey Benson,BensTr01,ARI,21.0,RB,13.0,1.0,6.0,6.0,59.0,,3.0,-19.0,-3.2,78.0,13.0,-3.2,2.0,3.0,0.0,0.0,0.0,107.6,2025-08-04
00-0035639,2024,Parris Campbell,CampPa00,PHI,27.0,WR,5.0,0.0,8.0,6.0,30.0,,1.0,21.0,3.5,9.0,1.5,4.3,0.0,,0.0,0.0,0.0,119.8,2025-08-04
00-0037276,2024,Ty Chandler,ChanTy01,MIN,26.0,RB,17.0,0.0,6.0,6.0,42.0,,2.0,-11.0,-1.8,53.0,8.8,-1.8,0.0,,0.0,0.0,0.0,95.8,2025-08-04
00-0032128,2024,Chris Conley,ConlCh00,SF,32.0,WR,15.0,2.0,12.0,6.0,76.0,,3.0,57.0,9.5,19.0,3.2,17.4,0.0,,0.0,0.0,1.0,35.4,2025-08-04
00-0036646,2024,Simi Fehoko,FehoSi00,LAC,27.0,WR,8.0,2.0,16.0,6.0,106.0,,6.0,90.0,15.0,16.0,2.7,14.8,0.0,,2.0,0.125,0.0,60.9,2025-08-04
00-0033925,2024,DOnta Foreman,ForeDO00,CLE,28.0,RB,11.0,3.0,8.0,6.0,54.0,,1.0,6.0,1.0,48.0,8.0,0.9,1.0,6.0,2.0,0.25,0.0,92.7,2025-08-04
00-0038496,2024,Xavier Gipson,GipsXa00,NYJ,23.0,WR,17.0,0.0,10.0,6.0,39.0,,3.0,17.0,2.8,22.0,3.7,11.2,0.0,,1.0,0.1,0.0,101.7,2025-08-04
00-0037304,2024,Connor Heyward,HeywCo00,PIT,25.0,TE,17.0,5.0,8.0,6.0,40.0,,3.0,33.0,5.5,7.0,1.2,8.4,0.0,,2.0,0.25,0.0,125.0,2025-08-04
00-0037509,2024,Sincere McCormick,McCoSi00,LV,24.0,RB,5.0,2.0,7.0,6.0,29.0,,2.0,0.0,0.0,29.0,4.8,0.4,0.0,,0.0,0.0,0.0,83.9,2025-08-04
00-0039650,2024,Bryce Oliver,OlivBr02,TEN,24.0,WR,10.0,1.0,9.0,6.0,95.0,,4.0,69.0,11.5,26.0,4.3,10.6,0.0,,0.0,0.0,0.0,101.6,2025-08-04
00-0031585,2024,MyCole Pruitt,PruiMy00,PIT,32.0,TE,12.0,5.0,10.0,6.0,40.0,,2.0,24.0,4.0,16.0,2.7,2.7,0.0,,0.0,0.0,1.0,62.5,2025-08-04
00-0039737,2024,Tip Reiman,ReimTi00,ARI,23.0,TE,17.0,9.0,7.0,6.0,37.0,,1.0,8.0,1.3,29.0,4.8,1.7,1.0,6.0,0.0,0.0,0.0,88.7,2025-08-04
00-0038040,2024,Zamir White,WhitZa01,LV,25.0,RB,8.0,5.0,8.0,6.0,30.0,,2.0,-20.0,-3.3,50.0,8.3,-3.1,2.0,3.0,1.0,0.125,0.0,80.2,2025-08-04
00-0038710,2024,Blake Whiteheart,WhitBl01,CLE,24.0,TE,11.0,2.0,9.0,6.0,51.0,,2.0,41.0,6.8,10.0,1.7,9.0,0.0,,0.0,0.0,1.0,78.7,2025-08-04
00-0034791,2024,Nick Chubb,ChubNi00,CLE,29.0,RB,8.0,8.0,11.0,5.0,31.0,,3.0,0.0,0.0,31.0,6.2,-0.5,0.0,,0.0,0.0,2.0,43.2,2025-08-04
00-0039754,2024,Devin Culp,CulpDe00,TB,24.0,TE,5.0,0.0,6.0,5.0,88.0,,4.0,57.0,11.4,31.0,6.2,12.2,0.0,,0.0,0.0,0.0,118.7,2025-08-04
00-0037252,2024,Greg Dulcich,DulcGr00,DEN,24.0,TE,4.0,3.0,12.0,5.0,28.0,,0.0,13.0,2.6,15.0,3.0,5.9,0.0,,2.0,0.16699999999999998,0.0,49.3,2025-08-04
00-0039373,2024,Audric Estime,EstiAu00,DEN,21.0,RB,13.0,1.0,5.0,5.0,27.0,,2.0,-10.0,-2.0,37.0,7.4,-2.0,0.0,,0.0,0.0,0.0,89.2,2025-08-04
00-0039631,2024,Cam Grandy,GranCa00,CIN,24.0,TE,8.0,6.0,5.0,5.0,28.0,,1.0,12.0,2.4,16.0,3.2,2.4,0.0,,0.0,0.0,0.0,90.0,2025-08-04
00-0032918,2024,CJ Ham,HamxC.00,MIN,31.0,FB,17.0,3.0,6.0,5.0,35.0,,1.0,6.0,1.2,29.0,5.8,0.2,0.0,,0.0,0.0,0.0,91.0,2025-08-04
00-0037569,2024,Peyton Hendershot,HendPe01,KC,25.0,TE,7.0,1.0,5.0,5.0,51.0,,2.0,19.0,3.8,32.0,6.4,3.8,0.0,,0.0,0.0,0.0,109.2,2025-08-04
00-0038551,2024,Kendre Miller,MillKe01,NO,22.0,RB,6.0,2.0,8.0,5.0,33.0,,2.0,0.0,0.0,33.0,6.6,0.4,0.0,,2.0,0.25,0.0,71.4,2025-08-04
00-0035298,2024,Scott Miller,MillSc01,PIT,27.0,WR,13.0,1.0,9.0,5.0,69.0,,2.0,36.0,7.2,33.0,6.6,11.8,1.0,5.0,1.0,0.111,0.0,80.3,2025-08-04
00-0036590,2024,Quintin Morris,MorrQu00,BUF,25.0,TE,16.0,3.0,8.0,5.0,36.0,,3.0,14.0,2.8,22.0,4.4,9.3,0.0,,1.0,0.125,0.0,112.5,2025-08-04
00-0037557,2024,Ronnie Rivers,RiveRo01,LA,25.0,RB,17.0,0.0,6.0,5.0,34.0,,1.0,-24.0,-4.8,58.0,11.6,-4.3,0.0,,0.0,0.0,0.0,90.3,2025-08-04
00-0036268,2024,Laviska Shenault,ShenLa00,SEA,26.0,WR,11.0,1.0,5.0,5.0,36.0,,2.0,-10.0,-2.0,46.0,9.2,-2.0,0.0,,0.0,0.0,0.0,96.7,2025-08-04
00-0039912,2024,Ben Sinnott,SinnBe00,WAS,22.0,TE,17.0,2.0,5.0,5.0,28.0,,2.0,9.0,1.8,19.0,3.8,1.8,0.0,,0.0,0.0,0.0,129.6,2025-08-04
00-0036862,2024,Ben Skowronek,SkowBe00,PIT,27.0,WR,10.0,1.0,5.0,5.0,69.0,,4.0,40.0,8.0,29.0,5.8,8.0,0.0,,0.0,0.0,0.0,118.7,2025-08-04
00-0039391,2024,Kimani Vidal,VidaKi00,LAC,23.0,RB,10.0,0.0,9.0,5.0,62.0,,2.0,25.0,5.0,37.0,7.4,5.3,0.0,,3.0,0.33299999999999996,0.0,114.1,2025-08-04
00-0039236,2024,Johnny Wilson,WilsJo03,PHI,23.0,WR,16.0,4.0,15.0,5.0,38.0,,3.0,23.0,4.6,15.0,3.0,9.8,0.0,,1.0,0.067,0.0,64.6,2025-08-04
00-0036510,2024,Kenny Yeboah,YeboKe00,NYJ,26.0,TE,9.0,1.0,8.0,5.0,47.0,,3.0,13.0,2.6,34.0,6.8,4.6,0.0,,2.0,0.25,0.0,118.2,2025-08-04
00-0037742,2024,Treylon Burks,BurkTr00,TEN,24.0,WR,5.0,2.0,8.0,4.0,34.0,,3.0,29.0,7.3,5.0,1.3,16.9,1.0,4.0,2.0,0.25,1.0,21.9,2025-08-04
00-0039810,2024,Jermaine Burton,BurtJe01,CIN,23.0,WR,14.0,1.0,14.0,4.0,107.0,,4.0,85.0,21.3,22.0,5.5,21.1,0.0,,1.0,0.071,0.0,58.9,2025-08-04
00-0034777,2024,DJ Chark,CharDJ00,LAC,28.0,WR,7.0,0.0,10.0,4.0,31.0,,1.0,24.0,6.0,7.0,1.8,11.5,0.0,,0.0,0.0,0.0,81.7,2025-08-04
